Date,USD (PM),xielv,dis
2018-06-22,1269.15,-0.009730661,649 days
2018-06-23,0.0,0.0,650 days
2018-06-24,0.0,0.0,651 days
2018-06-25,1268.7,-0.009791305,652 days
2018-06-26,1260.3,-0.011312545,653 days
2018-06-27,1254.6,-0.012343957,654 days
2018-06-28,1251.55,-0.012884686,655 days
2018-06-29,1250.45,-0.013061378,656 days
2018-06-30,0.0,0.0,657 days
2018-07-01,0.0,0.0,658 days
2018-07-02,1247.8,-0.013527102,659 days
2018-07-03,1251.75,-0.012762829,660 days
2018-07-04,1255.65,-0.012015712,661 days
2018-07-05,1255.5,-0.012017,662 days
2018-07-06,1255.35,-0.012018282,663 days
2018-07-07,0.0,0.0,664 days
2018-07-08,0.0,0.0,665 days
2018-07-09,1262.05,-0.010774398,666 days
2018-07-10,1254.0,-0.012212546,667 days
2018-07-11,1251.4,-0.01266114,668 days
2018-07-12,1245.9,-0.013643023,669 days
2018-07-13,1241.7,-0.014388646,670 days
2018-07-14,0.0,0.0,671 days
2018-07-15,0.0,0.0,672 days
2018-07-16,1241.1,-0.014468599,673 days
2018-07-17,1232.8,-0.015979536,674 days
2018-07-18,1224.5,-0.017504842,675 days
2018-07-19,1217.55,-0.018786852,676 days
2018-07-20,1228.75,-0.016632431,677 days
2018-07-21,0.0,0.0,678 days
2018-07-22,0.0,0.0,679 days
2018-07-23,1224.95,-0.017308567,680 days
2018-07-24,1228.35,-0.016636341,681 days
2018-07-25,1231.5,-0.016016704,682 days
2018-07-26,1228.25,-0.016584557,683 days
2018-07-27,1223.95,-0.017348888,684 days
2018-07-28,0.0,0.0,685 days
2018-07-29,0.0,0.0,686 days
2018-07-30,1223.8,-0.017340293,687 days
2018-07-31,1220.95,-0.017834654,688 days
2018-08-01,1219.0,-0.018161089,689 days
2018-08-02,1215.45,-0.018787057,690 days
2018-08-03,1216.3,-0.018588835,691 days
2018-08-04,0.0,0.0,692 days
2018-08-05,0.0,0.0,693 days
2018-08-06,1209.65,-0.019797394,694 days
2018-08-07,1212.35,-0.019249227,695 days
2018-08-08,1209.55,-0.019734033,696 days
2018-08-09,1214.35,-0.018796952,697 days
2018-08-10,1214.4,-0.018748847,698 days
2018-08-11,0.0,0.0,699 days
2018-08-12,0.0,0.0,700 days
2018-08-13,1200.35,-0.021342567,701 days
2018-08-14,1197.0,-0.021934127,702 days
2018-08-15,1182.0,-0.024772692,703 days
2018-08-16,1180.4,-0.025033194,704 days
2018-08-17,1178.4,-0.025371478,705 days
2018-08-18,0.0,0.0,706 days
2018-08-19,0.0,0.0,707 days
2018-08-20,1184.35,-0.024167223,708 days
2018-08-21,1190.95,-0.022855667,709 days
2018-08-22,1196.65,-0.02173242,710 days
2018-08-23,1192.35,-0.02249805,711 days
2018-08-24,1197.7,-0.02144799,712 days
2018-08-25,0.0,0.0,713 days
2018-08-26,0.0,0.0,714 days
2018-08-27,0.0,0.0,715 days
2018-08-28,1212.25,-0.018723009,716 days
2018-08-29,1204.2,-0.020157947,717 days
2018-08-30,1197.3,-0.021392869,718 days
2018-08-31,1202.45,-0.020398454,719 days
2018-09-01,0.0,0.0,720 days
2018-09-02,0.0,0.0,721 days
2018-09-03,1200.05,-0.020799065,722 days
2018-09-04,1190.85,-0.022462947,723 days
2018-09-05,1196.7,-0.02133279,724 days
2018-09-06,1205.15,-0.019744279,725 days
2018-09-07,1198.9,-0.020844155,726 days
2018-09-08,0.0,0.0,727 days
2018-09-09,0.0,0.0,728 days
2018-09-10,1196.6,-0.021224159,729 days
2018-09-11,1189.85,-0.022425657,730 days
2018-09-12,1195.6,-0.021323245,731 days
2018-09-13,1209.8,-0.018716317,732 days
2018-09-14,1201.95,-0.020087108,733 days
2018-09-15,0.0,0.0,734 days
2018-09-16,0.0,0.0,735 days
2018-09-17,1201.9,-0.020056645,736 days
2018-09-18,1200.2,-0.020323404,737 days
2018-09-19,1203.3,-0.019727223,738 days
2018-09-20,1208.35,-0.018790145,739 days
2018-09-21,1198.7,-0.020473781,740 days
2018-09-22,0.0,0.0,741 days
2018-09-23,0.0,0.0,742 days
2018-09-24,1202.75,-0.019710022,743 days
2018-09-25,1201.9,-0.019822989,744 days
2018-09-26,1194.25,-0.021152714,745 days
2018-09-27,1185.4,-0.022713487,746 days
2018-09-28,1187.25,-0.022333502,747 days
2018-09-29,0.0,0.0,748 days
2018-09-30,0.0,0.0,749 days
2018-10-01,1189.35,-0.021910903,750 days
2018-10-02,1204.7,-0.019139777,751 days
2018-10-03,1201.2,-0.019717964,752 days
2018-10-04,1203.45,-0.019285239,753 days
2018-10-05,1203.8,-0.019187175,754 days
2018-10-06,0.0,0.0,755 days
2018-10-07,0.0,0.0,756 days
2018-10-08,1186.95,-0.02213158,757 days
2018-10-09,1185.55,-0.022340451,758 days
2018-10-10,1188.6,-0.021752921,759 days
2018-10-11,1205.55,-0.018738445,760 days
2018-10-12,1219.75,-0.016280344,761 days
2018-10-13,0.0,0.0,762 days
2018-10-14,0.0,0.0,763 days
2018-10-15,1229.95,-0.014547136,764 days
2018-10-16,1230.7,-0.014395858,765 days
2018-10-17,1229.05,-0.014640861,766 days
2018-10-18,1223.0,-0.015615495,767 days
2018-10-19,1227.85,-0.014783539,768 days
2018-10-20,0.0,0.0,769 days
2018-10-21,0.0,0.0,770 days
2018-10-22,1222.3,-0.015673157,771 days
2018-10-23,1235.95,-0.013406772,772 days
2018-10-24,1230.55,-0.014259193,773 days
2018-10-25,1230.8,-0.014191925,774 days
2018-10-26,1233.85,-0.013671053,775 days
2018-10-27,0.0,0.0,776 days
2018-10-28,0.0,0.0,777 days
2018-10-29,1230.8,-0.014139259,778 days
2018-10-30,1225.4,-0.014991326,779 days
2018-10-31,1214.95,-0.016682192,780 days
2018-11-01,1231.15,-0.014004549,781 days
2018-11-02,1232.1,-0.013825974,782 days
2018-11-03,0.0,0.0,783 days
2018-11-04,0.0,0.0,784 days
2018-11-05,1232.25,-0.013776506,785 days
2018-11-06,1231.6,-0.013855325,786 days
2018-11-07,1229.95,-0.014094205,787 days
2018-11-08,1224.15,-0.015001266,788 days
2018-11-09,1211.4,-0.017052115,789 days
2018-11-10,0.0,0.0,790 days
2018-11-11,0.0,0.0,791 days
2018-11-12,1205.55,-0.017987543,792 days
2018-11-13,1202.1,-0.018528183,793 days
2018-11-14,1203.25,-0.018303428,794 days
2018-11-15,1211.85,-0.016854997,795 days
2018-11-16,1222.4,-0.015118637,796 days
2018-11-17,0.0,0.0,797 days
2018-11-18,0.0,0.0,798 days
2018-11-19,1221.6,-0.015219425,799 days
2018-11-20,1223.0,-0.014968357,800 days
2018-11-21,1226.1,-0.014448926,801 days
2018-11-22,1227.05,-0.014272823,802 days
2018-11-23,1223.65,-0.014784783,803 days
2018-11-24,0.0,0.0,804 days
2018-11-25,0.0,0.0,805 days
2018-11-26,1223.4,-0.014797899,806 days
2018-11-27,1221.2,-0.015119783,807 days
2018-11-28,1213.25,-0.01635976,808 days
2018-11-29,1226.25,-0.014271152,809 days
2018-11-30,1217.55,-0.015616786,810 days
2018-12-01,0.0,0.0,811 days
2018-12-02,0.0,0.0,812 days
2018-12-03,1230.3,-0.013590059,813 days
2018-12-04,1240.3,-0.01202963,814 days
2018-12-05,1235.9,-0.012680129,815 days
2018-12-06,1242.55,-0.011646131,816 days
2018-12-07,1243.3,-0.011512412,817 days
2018-12-08,0.0,0.0,818 days
2018-12-09,0.0,0.0,819 days
2018-12-10,1245.35,-0.011183964,820 days
2018-12-11,1245.3,-0.011171832,821 days
2018-12-12,1245.75,-0.011084969,822 days
2018-12-13,1242.75,-0.011514337,823 days
2018-12-14,1235.35,-0.012608509,824 days
2018-12-15,0.0,0.0,825 days
2018-12-16,0.0,0.0,826 days
2018-12-17,1241.65,-0.011638721,827 days
2018-12-18,1246.3,-0.010926247,828 days
2018-12-19,1255.0,-0.009628153,829 days
2018-12-20,1259.75,-0.008921745,830 days
2018-12-21,1258.15,-0.009137657,831 days
2018-12-22,0.0,0.0,832 days
2018-12-23,0.0,0.0,833 days
2018-12-24,,0.0,834 days
2018-12-25,0.0,0.0,835 days
2018-12-26,0.0,0.0,836 days
2018-12-27,1268.0,-0.007696071,837 days
2018-12-28,1279.0,-0.006136468,838 days
2018-12-29,0.0,0.0,839 days
2018-12-30,0.0,0.0,840 days
2018-12-31,,0.0,841 days
2019-01-01,0.0,0.0,842 days
2019-01-02,1282.9,-0.005575382,843 days
2019-01-03,1290.45,-0.004531443,844 days
2019-01-04,1279.9,-0.00597002,845 days
2019-01-05,0.0,0.0,846 days
2019-01-06,0.0,0.0,847 days
2019-01-07,1292.2,-0.004278766,848 days
2019-01-08,1286.45,-0.005052004,849 days
2019-01-09,1288.6,-0.004751242,850 days
2019-01-10,1291.9,-0.004297378,851 days
2019-01-11,1288.95,-0.004687825,852 days
2019-01-12,0.0,0.0,853 days
2019-01-13,0.0,0.0,854 days
2019-01-14,1292.75,-0.004168765,855 days
2019-01-15,1294.4,-0.003941092,856 days
2019-01-16,1292.3,-0.004214874,857 days
2019-01-17,1290.7,-0.004421687,858 days
2019-01-18,1284.2,-0.005287277,859 days
2019-01-19,0.0,0.0,860 days
2019-01-20,0.0,0.0,861 days
2019-01-21,1279.55,-0.005907334,862 days
2019-01-22,1282.1,-0.005552553,863 days
2019-01-23,1279.8,-0.005853761,864 days
2019-01-24,1283.7,-0.005319039,865 days
2019-01-25,1293.9,-0.003954454,866 days
2019-01-26,0.0,0.0,867 days
2019-01-27,0.0,0.0,868 days
2019-01-28,1302.15,-0.002868673,869 days
2019-01-29,1307.55,-0.002166058,870 days
2019-01-30,1310.7,-0.001758711,871 days
2019-01-31,1323.25,-0.000168916,872 days
2019-02-01,1318.7,-0.000739516,873 days
2019-02-02,0.0,0.0,874 days
2019-02-03,0.0,0.0,875 days
2019-02-04,1312.15,-0.001565713,876 days
2019-02-05,1314.2,-0.001303721,877 days
2019-02-06,1312.4,-0.001528941,878 days
2019-02-07,1310.0,-0.001830055,879 days
2019-02-08,1314.85,-0.001215619,880 days
2019-02-09,0.0,0.0,881 days
2019-02-10,0.0,0.0,882 days
2019-02-11,1306.4,-0.002280105,883 days
2019-02-12,1310.0,-0.001821082,884 days
2019-02-13,1312.8,-0.001466299,885 days
2019-02-14,1311.45,-0.001633078,886 days
2019-02-15,1316.55,-0.000994227,887 days
2019-02-16,0.0,0.0,888 days
2019-02-17,0.0,0.0,889 days
2019-02-18,1325.5,0.000110223,890 days
2019-02-19,1334.15,0.001160155,891 days
2019-02-20,1343.75,0.002306009,892 days
2019-02-21,1331.25,0.000807002,893 days
2019-02-22,1329.05,0.000540047,894 days
2019-02-23,0.0,0.0,895 days
2019-02-24,0.0,0.0,896 days
2019-02-25,1331.05,0.000780324,897 days
2019-02-26,1325.05,5.46e-05,898 days
2019-02-27,1322.85,-0.000212345,899 days
2019-02-28,1319.15,-0.000662093,900 days
2019-03-01,1311.95,-0.001542742,901 days
2019-03-02,0.0,0.0,902 days
2019-03-03,0.0,0.0,903 days
2019-03-04,1285.4,-0.004871621,904 days
2019-03-05,1283.8,-0.00506868,905 days
2019-03-06,1285.85,-0.00479868,906 days
2019-03-07,1285.3,-0.004861139,907 days
2019-03-08,1296.75,-0.003409009,908 days
2019-03-09,0.0,0.0,909 days
2019-03-10,0.0,0.0,910 days
2019-03-11,1292.75,-0.003904506,911 days
2019-03-12,1297.05,-0.003360835,912 days
2019-03-13,1306.95,-0.002133454,913 days
2019-03-14,1295.55,-0.003536736,914 days
2019-03-15,1303.5,-0.002549162,915 days
2019-03-16,0.0,0.0,916 days
2019-03-17,0.0,0.0,917 days
2019-03-18,1305.6,-0.002288157,918 days
2019-03-19,1307.7,-0.002028796,919 days
2019-03-20,1303.7,-0.002512738,920 days
2019-03-21,1309.6,-0.001792469,921 days
2019-03-22,1311.3,-0.001584785,922 days
2019-03-23,0.0,0.0,923 days
2019-03-24,0.0,0.0,924 days
2019-03-25,1319.55,-0.000597046,925 days
2019-03-26,1316.3,-0.000982171,926 days
2019-03-27,1309.7,-0.001769304,927 days
2019-03-28,1295.15,-0.003530851,928 days
2019-03-29,1295.4,-0.003494775,929 days
2019-03-30,0.0,0.0,930 days
2019-03-31,0.0,0.0,931 days
2019-04-01,1293.5,-0.003721873,932 days
2019-04-02,1290.3,-0.004108643,933 days
2019-04-03,1290.45,-0.004083891,934 days
2019-04-04,1283.15,-0.004977399,935 days
2019-04-05,1288.45,-0.00431646,936 days
2019-04-06,0.0,0.0,937 days
2019-04-07,0.0,0.0,938 days
2019-04-08,1300.0,-0.002906769,939 days
2019-04-09,1303.0,-0.002542501,940 days
2019-04-10,1305.45,-0.002246442,941 days
2019-04-11,1298.8,-0.003037381,942 days
2019-04-12,1294.3,-0.003574094,943 days
2019-04-13,0.0,0.0,944 days
2019-04-14,0.0,0.0,945 days
2019-04-15,1285.65,-0.004618286,946 days
2019-04-16,1276.35,-0.005753891,947 days
2019-04-17,1275.85,-0.005806969,948 days
2019-04-18,1275.7,-0.005816675,949 days
2019-04-19,0.0,0.0,950 days
2019-04-20,0.0,0.0,951 days
2019-04-21,0.0,0.0,952 days
2019-04-22,0.0,0.0,953 days
2019-04-23,1269.5,-0.006576194,954 days
2019-04-24,1271.65,-0.006299361,955 days
2019-04-25,1280.8,-0.005165772,956 days
2019-04-26,1284.2,-0.004744994,957 days
2019-04-27,0.0,0.0,958 days
2019-04-28,0.0,0.0,959 days
2019-04-29,1279.5,-0.005308455,960 days
2019-04-30,1282.3,-0.00496054,961 days
2019-05-01,1283.8,-0.004771871,962 days
2019-05-02,1270.95,-0.006328708,963 days
2019-05-03,1278.55,-0.005391828,964 days
2019-05-04,0.0,0.0,965 days
2019-05-05,0.0,0.0,966 days
2019-05-06,0.0,0.0,967 days
2019-05-07,1281.2,-0.005063456,968 days
2019-05-08,1285.2,-0.00457563,969 days
2019-05-09,1286.1,-0.004461317,970 days
2019-05-10,1287.1,-0.004335599,971 days
2019-05-11,0.0,0.0,972 days
2019-05-12,0.0,0.0,973 days
2019-05-13,1295.6,-0.003325916,974 days
2019-05-14,1298.4,-0.002993872,975 days
2019-05-15,1299.1,-0.002907991,976 days
2019-05-16,1291.7,-0.003767792,977 days
2019-05-17,1280.8,-0.00505131,978 days
2019-05-18,0.0,0.0,979 days
2019-05-19,0.0,0.0,980 days
2019-05-20,1276.85,-0.005515739,981 days
2019-05-21,1271.15,-0.006192716,982 days
2019-05-22,1273.8,-0.005864797,983 days
2019-05-23,1283.65,-0.004684471,984 days
2019-05-24,1282.5,-0.004813269,985 days
2019-05-25,0.0,0.0,986 days
2019-05-26,0.0,0.0,987 days
2019-05-27,0.0,0.0,988 days
2019-05-28,1278.3,-0.005303075,989 days
2019-05-29,1281.65,-0.004899343,990 days
2019-05-30,1280.95,-0.004974634,991 days
2019-05-31,1295.55,-0.00326865,992 days
2019-06-01,0.0,0.0,993 days
2019-06-02,0.0,0.0,994 days
2019-06-03,1317.1,-0.000117444,995 days
2019-06-04,1324.25,0.000208908,996 days
2019-06-05,1335.05,0.001525735,997 days
2019-06-06,1335.5,0.001197529,998 days
2019-06-07,1340.65,0.001917044,999 days
2019-06-08,0.0,0.0,1000 days
2019-06-09,0.0,0.0,1001 days
2019-06-10,1328.6,1.55e-05,1002 days
2019-06-11,1324.3,-0.000192865,1003 days
2019-06-12,1332.35,0.001118148,1004 days
2019-06-13,1335.9,0.001343278,1005 days
2019-06-14,1351.25,0.003411598,1006 days
2019-06-15,0.0,0.0,1007 days
2019-06-16,0.0,0.0,1008 days
2019-06-17,1341.3,0.00146113,1009 days
2019-06-18,1341.35,0.001789,1010 days
2019-06-19,1344.05,0.0021566,1011 days
2019-06-20,1379.5,0.006922177,1012 days
2019-06-21,1397.15,0.008265541,1013 days
2019-06-22,0.0,0.0,1014 days
2019-06-23,0.0,0.0,1015 days
2019-06-24,1405.7,0.008644692,1016 days
2019-06-25,1431.4,0.012089081,1017 days
2019-06-26,1403.95,0.006985032,1018 days
2019-06-27,1402.5,0.007819012,1019 days
2019-06-28,1409.0,0.008712273,1020 days
2019-06-29,0.0,0.0,1021 days
2019-06-30,0.0,0.0,1022 days
2019-07-01,1390.1,0.006001333,1023 days
2019-07-02,1391.05,0.006774009,1024 days
2019-07-03,1413.5,0.009621767,1025 days
2019-07-04,1414.9,0.009028982,1026 days
2019-07-05,1388.65,0.005601532,1027 days
2019-07-06,0.0,0.0,1028 days
2019-07-07,0.0,0.0,1029 days
2019-07-08,1400.1,0.007856365,1030 days
2019-07-09,1391.55,0.006747799,1031 days
2019-07-10,1408.3,0.008323992,1032 days
2019-07-11,1413.75,0.008819475,1033 days
2019-07-12,1407.6,0.008235423,1034 days
2019-07-13,0.0,0.0,1035 days
2019-07-14,0.0,0.0,1036 days
2019-07-15,1412.4,0.008669972,1037 days
2019-07-16,1409.85,0.008421646,1038 days
2019-07-17,1410.35,0.008456255,1039 days
2019-07-18,1417.45,0.00909791,1040 days
2019-07-19,1439.7,0.011088382,1041 days
2019-07-20,0.0,0.0,1042 days
2019-07-21,0.0,0.0,1043 days
2019-07-22,1427.75,0.010006444,1044 days
2019-07-23,1425.55,0.009794571,1045 days
2019-07-24,1426.95,0.009906964,1046 days
2019-07-25,1416.1,0.008912279,1047 days
2019-07-26,1420.4,0.009290052,1048 days
2019-07-27,0.0,0.0,1049 days
2019-07-28,0.0,0.0,1050 days
2019-07-29,1419.05,0.009155245,1051 days
2019-07-30,1425.9,0.009758631,1052 days
2019-07-31,1427.55,0.009892528,1053 days
2019-08-01,1406.8,0.008004174,1054 days
2019-08-02,1441.75,0.011115651,1055 days
2019-08-03,0.0,0.0,1056 days
2019-08-04,0.0,0.0,1057 days
2019-08-05,1465.25,0.01311345,1058 days
2019-08-06,1465.25,0.013095559,1059 days
2019-08-07,1506.05,0.016414274,1060 days
2019-08-08,1495.75,0.015567923,1061 days
2019-08-09,1497.7,0.015703431,1062 days
2019-08-10,0.0,0.0,1063 days
2019-08-11,0.0,0.0,1064 days
2019-08-12,1504.7,0.01624038,1065 days
2019-08-13,1498.4,0.015716853,1066 days
2019-08-14,1513.25,0.016869482,1067 days
2019-08-15,1515.65,0.017033991,1068 days
2019-08-16,1515.25,0.016979871,1069 days
2019-08-17,0.0,0.0,1070 days
2019-08-18,0.0,0.0,1071 days
2019-08-19,1496.6,0.015488841,1072 days
2019-08-20,1504.55,0.016097426,1073 days
2019-08-21,1503.25,0.015973458,1074 days
2019-08-22,1502.05,0.015857521,1075 days
2019-08-23,1503.8,0.015973833,1076 days
2019-08-24,0.0,0.0,1077 days
2019-08-25,0.0,0.0,1078 days
2019-08-26,0.0,0.0,1079 days
2019-08-27,1532.95,0.018194702,1080 days
2019-08-28,1537.15,0.018486011,1081 days
2019-08-29,1540.2,0.018689164,1082 days
2019-08-30,1528.4,0.01777894,1083 days
2019-08-31,0.0,0.0,1084 days
2019-09-01,0.0,0.0,1085 days
2019-09-02,1525.95,0.017569985,1086 days
2019-09-03,1537.85,0.018439849,1087 days
2019-09-04,1546.1,0.019025724,1088 days
2019-09-05,1529.1,0.017737245,1089 days
2019-09-06,1523.7,0.017307119,1090 days
2019-09-07,0.0,0.0,1091 days
2019-09-08,0.0,0.0,1092 days
2019-09-09,1509.2,0.016179419,1093 days
2019-09-10,1498.25,0.015310684,1094 days
2019-09-11,1490.65,0.014695825,1095 days
2019-09-12,1515.2,0.016573376,1096 days
2019-09-13,1503.1,0.015625607,1097 days
2019-09-14,0.0,0.0,1098 days
2019-09-15,0.0,0.0,1099 days
2019-09-16,1497.2,0.015148732,1100 days
2019-09-17,1502.1,0.015507594,1101 days
2019-09-18,1503.5,0.015594891,1102 days
2019-09-19,1500.7,0.015359328,1103 days
2019-09-20,1501.9,0.015431434,1104 days
2019-09-21,0.0,0.0,1105 days
2019-09-22,0.0,0.0,1106 days
2019-09-23,1522.1,0.01693928,1107 days
2019-09-24,1520.65,0.016809015,1108 days
2019-09-25,1528.75,0.017388083,1109 days
2019-09-26,1506.4,0.015693766,1110 days
2019-09-27,1489.9,0.014408707,1111 days
2019-09-28,0.0,0.0,1112 days
2019-09-29,0.0,0.0,1113 days
2019-09-30,1485.3,0.014032894,1114 days
2019-10-01,1473.45,0.013085669,1115 days
2019-10-02,1492.6,0.014560833,1116 days
2019-10-03,1517.1,0.016393646,1117 days
2019-10-04,1499.15,0.015023568,1118 days
2019-10-05,0.0,0.0,1119 days
2019-10-06,0.0,0.0,1120 days
2019-10-07,1501.25,0.015163478,1121 days
2019-10-08,1505.85,0.015490852,1122 days
2019-10-09,1507.25,0.015575954,1123 days
2019-10-10,1494.8,0.014616356,1124 days
2019-10-11,1479.15,0.013395599,1125 days
2019-10-12,0.0,0.0,1126 days
2019-10-13,0.0,0.0,1127 days
2019-10-14,1490.6,0.014259224,1128 days
2019-10-15,1487.8,0.014027133,1129 days
2019-10-16,1485.1,0.01380249,1130 days
2019-10-17,1492.65,0.014360332,1131 days
2019-10-18,1490.0,0.014140978,1132 days
2019-10-19,0.0,0.0,1133 days
2019-10-20,0.0,0.0,1134 days
2019-10-21,1491.65,0.014248103,1135 days
2019-10-22,1485.35,0.013751417,1136 days
2019-10-23,1494.45,0.014423077,1137 days
2019-10-24,1496.55,0.014562439,1138 days
2019-10-25,1513.45,0.015795076,1139 days
2019-10-26,0.0,0.0,1140 days
2019-10-27,0.0,0.0,1141 days
2019-10-28,1492.4,0.014214453,1142 days
2019-10-29,1486.75,0.013770626,1143 days
2019-10-30,1492.1,0.014156101,1144 days
2019-10-31,1510.95,0.015533122,1145 days
2019-11-01,1508.8,0.015356456,1146 days
2019-11-02,0.0,0.0,1147 days
2019-11-03,0.0,0.0,1148 days
2019-11-04,1509.45,0.015384648,1149 days
2019-11-05,1488.95,0.013849412,1150 days
2019-11-06,1486.05,0.013614501,1151 days
2019-11-07,1484.25,0.013462172,1152 days
2019-11-08,1464.15,0.011913909,1153 days
2019-11-09,0.0,0.0,1154 days
2019-11-10,0.0,0.0,1155 days
2019-11-11,1458.7,0.011477049,1156 days
2019-11-12,1452.05,0.010944195,1157 days
2019-11-13,1462.9,0.011773137,1158 days
2019-11-14,1466.65,0.012046447,1159 days
2019-11-15,1466.9,0.012050595,1160 days
2019-11-16,0.0,0.0,1161 days
2019-11-17,0.0,0.0,1162 days
2019-11-18,1467.65,0.012092899,1163 days
2019-11-19,1468.45,0.012138842,1164 days
2019-11-20,1471.7,0.012370354,1165 days
2019-11-21,1467.05,0.01200242,1166 days
2019-11-22,1464.45,0.011789704,1167 days
2019-11-23,0.0,0.0,1168 days
2019-11-24,0.0,0.0,1169 days
2019-11-25,1458.4,0.0113125,1170 days
2019-11-26,1454.65,0.011010221,1171 days
2019-11-27,1454.35,0.010973574,1172 days
2019-11-28,1454.65,0.010983162,1173 days
2019-11-29,1460.15,0.011390542,1174 days
2019-11-30,0.0,0.0,1175 days
2019-12-01,0.0,0.0,1176 days
2019-12-02,1461.15,0.011452669,1177 days
2019-12-03,1477.3,0.012651684,1178 days
2019-12-04,1475.1,0.012472735,1179 days
2019-12-05,1475.95,0.012520648,1180 days
2019-12-06,1459.65,0.011283199,1181 days
2019-12-07,0.0,0.0,1182 days
2019-12-08,0.0,0.0,1183 days
2019-12-09,1461.7,0.011424472,1184 days
2019-12-10,1464.95,0.011655154,1185 days
2019-12-11,1466.8,0.011779554,1186 days
2019-12-12,1467.8,0.011839926,1187 days
2019-12-13,1466.6,0.011736068,1188 days
2019-12-14,0.0,0.0,1189 days
2019-12-15,0.0,0.0,1190 days
2019-12-16,1477.9,0.012557906,1191 days
2019-12-17,1475.8,0.012388501,1192 days
2019-12-18,1474.05,0.012244848,1193 days
2019-12-19,1476.7,0.012424595,1194 days
2019-12-20,1479.0,0.0125777,1195 days
2019-12-21,0.0,0.0,1196 days
2019-12-22,0.0,0.0,1197 days
2019-12-23,1482.1,0.012787982,1198 days
2019-12-24,,0.0,1199 days
2019-12-25,0.0,0.0,1200 days
2019-12-26,0.0,0.0,1201 days
2019-12-27,1511.5,0.014844176,1202 days
2019-12-28,0.0,0.0,1203 days
2019-12-29,0.0,0.0,1204 days
2019-12-30,1514.75,0.015051828,1205 days
2019-12-31,,0.0,1206 days
2020-01-01,0.0,0.0,1207 days
2020-01-02,1527.1,0.01586175,1208 days
2020-01-03,1548.75,0.017291472,1209 days
2020-01-04,0.0,0.0,1210 days
2020-01-05,0.0,0.0,1211 days
2020-01-06,1573.1,0.018850641,1212 days
2020-01-07,1567.85,0.018492107,1213 days
2020-01-08,1571.95,0.018732421,1214 days
2020-01-09,1550.75,0.017340384,1215 days
2020-01-10,1553.6,0.01750589,1216 days
2020-01-11,0.0,0.0,1217 days
2020-01-12,0.0,0.0,1218 days
2020-01-13,1549.9,0.017243682,1219 days
2020-01-14,1545.1,0.016908672,1220 days
2020-01-15,1549.0,0.017144107,1221 days
2020-01-16,1554.55,0.017484706,1222 days
2020-01-17,1557.6,0.017661049,1223 days
2020-01-18,0.0,0.0,1224 days
2020-01-19,0.0,0.0,1225 days
2020-01-20,1560.15,0.01780414,1226 days
2020-01-21,1551.3,0.01721266,1227 days
2020-01-22,1556.9,0.017553742,1228 days
2020-01-23,1562.9,0.017916917,1229 days
2020-01-24,1564.3,0.017984913,1230 days
2020-01-25,0.0,0.0,1231 days
2020-01-26,0.0,0.0,1232 days
2020-01-27,1580.1,0.018956458,1233 days
2020-01-28,1574.0,0.018553844,1234 days
2020-01-29,1573.45,0.018497732,1235 days
2020-01-30,1578.25,0.018775237,1236 days
2020-01-31,1584.2,0.019121147,1237 days
2020-02-01,0.0,0.0,1238 days
2020-02-02,0.0,0.0,1239 days
2020-02-03,1574.75,0.018514063,1240 days
2020-02-04,1558.35,0.017461977,1241 days
2020-02-05,1553.3,0.017120343,1242 days
2020-02-06,1563.3,0.017734006,1243 days
2020-02-07,1572.65,0.018297841,1244 days
2020-02-08,0.0,0.0,1245 days
2020-02-09,0.0,0.0,1246 days
2020-02-10,1573.2,0.018310754,1247 days
2020-02-11,1570.5,0.018122031,1248 days
2020-02-12,1563.7,0.017677059,1249 days
2020-02-13,1575.05,0.01836153,1250 days
2020-02-14,1581.4,0.018729842,1251 days
2020-02-15,0.0,0.0,1252 days
2020-02-16,0.0,0.0,1253 days
2020-02-17,1580.8,0.01867164,1254 days
2020-02-18,1589.85,0.019199033,1255 days
2020-02-19,1604.2,0.020033619,1256 days
2020-02-20,1619.0,0.020877226,1257 days
2020-02-21,1643.3,0.022240716,1258 days
2020-02-22,0.0,0.0,1259 days
2020-02-23,0.0,0.0,1260 days
2020-02-24,1671.65,0.022466062,1261 days
2020-02-25,1650.3,0.022581016,1262 days
2020-02-26,1634.9,0.021385115,1263 days
2020-02-27,1652.0,0.022623746,1264 days
2020-02-28,1609.85,0.020204149,1265 days
2020-02-29,0.0,0.0,1266 days
2020-03-01,0.0,0.0,1267 days
2020-03-02,1599.65,0.019583585,1268 days
2020-03-03,1615.5,0.020485564,1269 days
2020-03-04,1641.85,0.019606111,1270 days
2020-03-05,1659.6,0.023607375,1271 days
2020-03-06,1683.65,-0.003957274,1272 days
2020-03-07,0.0,0.0,1273 days
2020-03-08,0.0,0.0,1274 days
2020-03-09,1672.5,0.012447282,1275 days
2020-03-10,1655.7,0.021908724,1276 days
2020-03-11,1653.75,0.023267414,1277 days
2020-03-12,1570.7,0.015471487,1278 days
2020-03-13,1562.8,0.016944813,1279 days
2020-03-14,0.0,0.0,1280 days
2020-03-15,0.0,0.0,1281 days
2020-03-16,1487.7,0.063161263,1282 days
2020-03-17,1536.2,0.049278798,1283 days
2020-03-18,1498.2,-0.012828211,1284 days
2020-03-19,1474.25,-0.010570719,1285 days
2020-03-20,1494.4,0.012738137,1286 days
2020-03-21,0.0,0.0,1287 days
